"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"NA/19/2023/10024/20_10_38410"	1	1	1	0.03315780196014	332.710630406343	NA
1	"NA/19/2023/10024/20_10_38410"	2	1	1	0.0379006277912127	591.614870415382	NA
1	"NA/19/2023/10024/20_10_38410"	3	1	1	0.0378469260236938	467.919696588805	NA
1	"NA/19/2023/10024/20_10_38410"	4	1	1	0.0325948499649079	317.83148717992	NA
1	"NA/19/2023/10024/20_10_38410"	5	1	1	0.0475923727845717	316.471835035675	NA
1	"NA/19/2023/10024/20_10_38410"	6	1	1	0.0376111942823594	419.391478875218	NA
1	"NA/19/2023/10024/20_10_38410"	7	1	1	0.050569080352966	467.077273177753	NA
1	"NA/19/2023/10024/20_10_38410"	8	1	1	0.0395584965662914	368.779291716711	NA
1	"NA/19/2023/10024/20_10_38410"	9	1	1	0.0565507536804785	314.981274271812	NA
1	"NA/19/2023/10024/20_10_38410"	10	1	1	0.0480025753051828	532.332819413322	NA
1	"NA/19/2023/10024/20_10_38410"	11	1	1	0.0705674849814871	370.411234931207	NA
1	"NA/19/2023/10024/20_10_38410"	12	1	1	0.0443781260075847	414.48827115712	NA
1	"NA/19/2023/10024/20_10_38410"	13	1	1	0.0418078767780947	371.405736553294	NA
1	"NA/19/2023/10024/20_10_38410"	14	1	1	0.0475556625172555	365.801450148263	NA
1	"NA/19/2023/10024/20_10_38410"	15	1	1	0.0275640398961015	379.624932592507	NA
1	"NA/19/2023/10024/20_10_38410"	16	1	1	0.0290131364413831	374.889146484156	NA
1	"NA/19/2023/10024/20_10_38410"	17	1	1	0.0546038829239543	359.197801712664	NA
1	"NA/19/2023/10024/20_10_38410"	18	1	1	0.0529672435543039	370.383839112236	NA
1	"NA/19/2023/10024/20_10_38410"	19	1	1	0.0293501088832018	321.079972747482	NA
1	"NA/19/2023/10024/20_10_38410"	20	1	1	0.0391025292329665	320.951996862765	NA
1	"NA/19/2023/10024/20_10_38410"	21	1	1	0.0366576184185382	409.92808734182	NA
1	"NA/19/2023/10024/20_10_38410"	22	1	1	0.0336012134492282	401.696203246078	NA
1	"NA/19/2023/10024/20_10_38410"	23	1	1	0.0293157554263943	394.333067522771	NA
1	"NA/19/2023/10024/20_10_38410"	24	1	1	0.0436845607462822	378.081012528003	NA
1	"NA/19/2023/10024/20_10_38410"	25	1	1	0.0606098243184138	318.204511942785	NA
1	"NA/19/2023/10024/20_10_38410"	26	1	1	0.0450333262365829	560.402240000727	NA
1	"NA/19/2023/10024/20_10_38410"	27	1	1	0.0356765919272461	345.431842524711	NA
1	"NA/19/2023/10024/20_10_38410"	28	1	1	0.0377782634815973	355.864196782289	NA
1	"NA/19/2023/10024/20_10_38410"	29	1	1	0.0745891227776224	339.480274220159	NA
1	"NA/19/2023/10024/20_10_38410"	30	1	1	0.0475766090653304	333.4550880202	NA
1	"NA/19/2023/10024/20_10_38410"	31	1	1	0.0302274562015244	432.824441186907	NA
1	"NA/19/2023/10024/20_10_38410"	32	1	1	0.0475233649990542	348.170872020677	NA
1	"NA/19/2023/10024/20_10_38410"	33	1	1	0.0349501079322	288.033089470911	NA
1	"NA/19/2023/10024/20_10_38410"	34	1	1	0.0257188078966613	530.531899620983	NA
1	"NA/19/2023/10024/20_10_38410"	35	1	1	0.0587119632096373	368.284895692784	NA
1	"NA/19/2023/10024/20_10_38410"	36	1	1	0.0634099785534037	413.360100599388	NA
