"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"Q2"	1	1	1	0.0409489310881294	NA	NA
1	"Q2"	2	1	1	0.0555301127716721	NA	NA
1	"Q2"	3	1	1	0.0242997501707843	NA	NA
1	"Q2"	4	1	1	0.0566869662578562	NA	NA
1	"Q2"	5	1	1	0.0322520455766048	NA	NA
1	"Q2"	6	1	1	0.0306314844929354	NA	NA
1	"Q2"	7	1	1	0.0249208733298874	NA	NA
1	"Q2"	8	1	1	0.0472426444306196	NA	NA
1	"Q2"	9	1	1	0.0254570599417964	NA	NA
1	"Q2"	10	1	1	0.0384308965690591	NA	NA
1	"Q2"	11	1	1	0.0257498519240494	NA	NA
1	"Q2"	12	1	1	0.0393632920298393	NA	NA
1	"Q2"	13	1	1	0.0380902761507788	NA	NA
1	"Q2"	14	1	1	0.0229066512104658	NA	NA
1	"Q2"	15	1	1	0.0191609762284944	NA	NA
1	"Q2"	16	1	1	0.0298940266419955	NA	NA
1	"Q2"	17	1	1	0.0353295171404221	NA	NA
1	"Q2"	18	1	1	0.0359622296870633	NA	NA
1	"Q2"	19	1	1	0.039015191068621	NA	NA
1	"Q2"	20	1	1	0.0199982052400207	NA	NA
1	"Q2"	21	1	1	0.0400294940356675	NA	NA
1	"Q2"	22	1	1	0.0468368263036867	NA	NA
1	"Q2"	23	1	1	0.0228028624879359	NA	NA
1	"Q2"	24	1	1	0.0257309715853096	NA	NA
1	"Q2"	25	1	1	0.0222634844931334	NA	NA
1	"Q2"	26	1	1	0.036037373924755	NA	NA
1	"Q2"	27	1	1	0.032196104422308	NA	NA
1	"Q2"	28	1	1	0.0450412294495741	NA	NA
1	"Q2"	29	1	1	0.0182859229761784	NA	NA
1	"Q2"	30	1	1	0.0236778002371826	NA	NA
1	"Q2"	31	1	1	0.038818760774472	NA	NA
1	"Q2"	32	1	1	0.0435374885390493	NA	NA
1	"Q2"	33	1	1	0.0125674063713301	NA	NA
1	"Q2"	34	1	1	0.0156972583890695	NA	NA
1	"Q2"	35	1	1	0.03901362520351	NA	NA
1	"Q2"	36	1	1	0.0249729589796027	NA	NA
1	"Q2"	37	1	1	0.0139448474089085	NA	NA
1	"Q2"	38	1	1	0.029660335533615	NA	NA
1	"Q2"	39	1	1	0.0306323061750757	NA	NA
1	"Q2"	40	1	1	0.0247957120092709	NA	NA
1	"Q2"	41	1	1	0.0439722931177228	NA	NA
1	"Q2"	42	1	1	0.019151434219772	NA	NA
1	"Q2"	43	1	1	0.041973259697746	NA	NA
1	"Q2"	44	1	1	0.0363990769589117	NA	NA
1	"Q2"	45	1	1	0.0219717885312492	NA	NA
1	"Q2"	46	1	1	0.0293813302466198	NA	NA
1	"Q2"	47	1	1	0.0487717586400644	NA	NA
1	"Q2"	48	1	1	0.0291930000071917	NA	NA
1	"Q2"	49	1	1	0.0410759164070468	NA	NA
1	"Q2"	50	1	1	0.0297718947231581	NA	NA
1	"Q2"	51	1	1	0.0389956598872397	NA	NA
1	"Q2"	52	1	1	0.0210732687539227	NA	NA
1	"Q2"	53	1	1	0.0318376245383451	NA	NA
1	"Q2"	54	1	1	0.035800561544813	NA	NA
1	"Q2"	55	1	1	0.0164368631866979	NA	NA
1	"Q2"	56	1	1	0.0277554833736275	NA	NA
1	"Q2"	57	1	1	0.0487399609510813	NA	NA
1	"Q2"	58	1	1	0.0313167217592728	NA	NA
1	"Q2"	59	1	1	0.0203576590012682	NA	NA
1	"Q2"	60	1	1	0.0356384792213045	NA	NA
1	"Q2"	61	1	1	0.0269901319955975	NA	NA
1	"Q2"	62	1	1	0.0387614952255096	NA	NA
1	"Q2"	63	1	1	0.019902693001716	NA	NA
1	"Q2"	64	1	1	0.0296506892952772	NA	NA
1	"Q2"	65	1	1	0.02617829827831	NA	NA
1	"Q2"	66	1	1	0.0521151560528731	NA	NA
1	"Q2"	67	1	1	0.0148128323738049	NA	NA
1	"Q2"	68	1	1	0.0389710464742248	NA	NA
1	"Q2"	69	1	1	0.0442880128959241	NA	NA
1	"Q2"	70	1	1	0.0436947349900767	NA	NA
1	"Q2"	71	1	1	0.0255562751602026	NA	NA
1	"Q2"	72	1	1	0.0182925984070152	NA	NA
1	"Q2"	73	1	1	0.0407955842252031	NA	NA
1	"Q2"	74	1	1	0.012323902489804	NA	NA
1	"Q2"	75	1	1	0.0436397837630594	NA	NA
1	"Q2"	76	1	1	0.0195164334808144	NA	NA
