"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"Sample"	"CatchFractionWeight"	"CatchFractionNumber"	"SampleWeight"	"SampleNumber"	"sampleproducttype"	"lengthmeasurement"
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2"	270000	741419	10.925	30	"1"	"E"
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1"	380000	2312061	14.792	90	"1"	"E"
"NA/19/2020/9000/10"	"3"	"39003"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-3-39003-sild'G03/161722.G03/126417/NA-1"	135000	391175	12.079	35	"1"	"E"
"NA/19/2020/9000/10"	"4"	"39004"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-4-39004-sild'G03/161722.G03/126417/NA-1"	450000	1248044	14.062	39	"1"	"E"
"NA/19/2020/9000/10"	"5"	"39005"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-5-39005-sild'G03/161722.G03/126417/NA-1"	74000	220535	10.402	31	"1"	"E"
"NA/19/2020/9000/10"	"6"	"39006"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-6-39006-sild'G03/161722.G03/126417/NA-1"	590000	1692674	14.291	41	"1"	"E"
"NA/19/2020/9000/10"	"7"	"39007"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-7-39007-sild'G03/161722.G03/126417/NA-1"	350000	993612	9.863	28	"1"	"E"
"NA/19/2020/9000/10"	"7"	"39007"	"kolmule/164774/126439/NA"	"2"	"NA/19/2020/9000/10-7-39007-kolmule/164774/126439/NA-2"	500	NA	NA	NA	NA	NA
"NA/19/2020/9000/10"	"8"	"39008"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-8-39008-sild'G03/161722.G03/126417/NA-1"	410000	1177315	12.537	36	"1"	"E"
"NA/19/2020/9000/10"	"9"	"39009"	"sild'G03/161722.G03/126417/NA"	"1"	"NA/19/2020/9000/10-9-39009-sild'G03/161722.G03/126417/NA-1"	140000	396601	15.532	44	"1"	"E"
