"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	2.01186983080816	NA	NA
1	"LevelIndex_1"	2	1	1	0.829041901239284	NA	NA
1	"LevelIndex_1"	3	1	1	0.603019912741112	NA	NA
1	"LevelIndex_1"	4	1	1	1.14275386748595	NA	NA
1	"LevelIndex_1"	5	1	1	0.422079197547138	NA	NA
1	"LevelIndex_1"	6	1	1	0.710940236740823	NA	NA
1	"LevelIndex_1"	7	1	1	1.40606684609277	NA	NA
1	"LevelIndex_1"	8	1	1	0.774575794672245	NA	NA
1	"LevelIndex_1"	9	1	1	0.268913871929872	NA	NA
1	"LevelIndex_1"	10	1	1	0.47068233592192	NA	NA
1	"LevelIndex_1"	11	1	1	-0.0986915959270598	NA	NA
1	"LevelIndex_1"	12	1	1	0.3456914949558	NA	NA
1	"LevelIndex_1"	13	1	1	1.07232334976338	NA	NA
1	"LevelIndex_1"	14	1	1	0.485511208024297	NA	NA
1	"LevelIndex_1"	15	1	1	-0.118760295657748	NA	NA
1	"LevelIndex_1"	16	1	1	0.892698042362154	NA	NA
1	"LevelIndex_1"	17	1	1	1.10886740703933	NA	NA
1	"LevelIndex_1"	18	1	1	0.817373904797401	NA	NA
1	"LevelIndex_1"	19	1	1	0.534144858362016	NA	NA
1	"LevelIndex_1"	20	1	1	1.35276482150338	NA	NA
1	"LevelIndex_1"	21	1	1	0.651020128532165	NA	NA
1	"LevelIndex_1"	22	1	1	0.428865094347268	NA	NA
1	"LevelIndex_1"	23	1	1	0.635262873114897	NA	NA
1	"LevelIndex_1"	24	1	1	0.588758262793767	NA	NA
1	"LevelIndex_1"	25	1	1	0.344966722357388	NA	NA
1	"LevelIndex_1"	26	1	1	0.702654192755455	NA	NA
1	"LevelIndex_1"	27	1	1	-0.167718814425614	NA	NA
1	"LevelIndex_1"	28	1	1	0.259947058764604	NA	NA
