"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"Q3"	1	1	1	0.148003433926461	0.151830290636403	NA
1	"Q3"	2	1	1	0.128424266704376	2.53714564864678	NA
1	"Q3"	3	1	1	0.148415514044196	54.7488003954804	NA
1	"Q3"	4	1	1	0.104267446258431	97.954059392254	NA
1	"Q3"	5	1	1	0.121554973799484	7.01097006606686	NA
1	"Q3"	6	1	1	0.112679724133171	5.03555266184746	NA
1	"Q3"	7	1	1	0.118986025422833	0.111306431285686	NA
1	"Q3"	8	1	1	0.117879388118818	6.10792754377197	NA
1	"Q3"	9	1	1	0.134882063040524	25.0047840098951	NA
1	"Q3"	10	1	1	0.150839455454438	10.0837314775581	NA
1	"Q3"	11	1	1	0.147028461292031	0.652741750384459	NA
1	"Q3"	12	1	1	0.119979825813361	10.6568138180423	NA
1	"Q3"	13	1	1	0.112223794104611	2.17068851592671	NA
1	"Q3"	14	1	1	0.119112595942869	3.2406419419406	NA
1	"Q3"	15	1	1	0.122973196053405	52.7251725848423	NA
1	"Q3"	16	1	1	0.13049646907639	36.0792967552272	NA
1	"Q3"	17	1	1	0.130212275705322	26.5379832048436	NA
1	"Q3"	18	1	1	0.140626820236147	22.6230456489507	NA
1	"Q3"	19	1	1	0.117493746206711	1.38640591528088	NA
1	"Q3"	20	1	1	0.107562440169425	26.360922600019	NA
1	"Q3"	21	1	1	0.116689711988953	51.10690393873	NA
1	"Q3"	22	1	1	0.145582363257384	3.35265570953784	NA
1	"Q3"	23	1	1	0.103886903025817	3.31957564799271	NA
1	"Q3"	24	1	1	0.108643586759344	11.0135988261091	NA
1	"Q3"	25	1	1	0.110339802849999	47.1281768073709	NA
1	"Q3"	26	1	1	0.134935086886914	0.832367472225779	NA
1	"Q3"	27	1	1	0.12739503247916	86.3309198913611	NA
1	"Q3"	28	1	1	0.119485936991279	0.282196457097737	NA
1	"Q3"	29	1	1	0.124139497884204	35.3532465733713	NA
1	"Q3"	30	1	1	0.117825966951398	2.65638514956829	NA
1	"Q3"	31	1	1	0.118332987225266	121.787716813282	NA
1	"Q3"	32	1	1	0.130863994815538	245.32408095433	NA
1	"Q3"	33	1	1	0.131499157160806	98.6595301002329	NA
1	"Q3"	34	1	1	0.118328820733951	138.343898866846	NA
1	"Q3"	35	1	1	0.135212529967098	4.9820616122514	NA
1	"Q3"	36	1	1	0.113177748301035	36.6493119796084	NA
