"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	0.0738073621840133	NA	NA
1	"LevelIndex_1"	2	1	1	0.342074591114647	NA	NA
1	"LevelIndex_1"	3	1	1	0.432832972179661	NA	NA
1	"LevelIndex_1"	4	1	1	0.775023291099171	NA	NA
1	"LevelIndex_1"	5	1	1	0.0195358146803755	NA	NA
1	"LevelIndex_1"	6	1	1	0.717484142812623	NA	NA
1	"LevelIndex_1"	7	1	1	0.690060779719663	NA	NA
1	"LevelIndex_1"	8	1	1	0.420354320460285	NA	NA
1	"LevelIndex_1"	9	1	1	0.00400562247979236	NA	NA
1	"LevelIndex_1"	10	1	1	0.756329025944398	NA	NA
1	"LevelIndex_1"	11	1	1	-0.120251116036649	NA	NA
1	"LevelIndex_1"	12	1	1	0.428783540352521	NA	NA
1	"LevelIndex_1"	13	1	1	0.5039143957743	NA	NA
1	"LevelIndex_1"	14	1	1	0.583092629308812	NA	NA
1	"LevelIndex_1"	15	1	1	0.751848507544497	NA	NA
1	"LevelIndex_1"	16	1	1	0.634901216144567	NA	NA
1	"LevelIndex_1"	17	1	1	0.473382036485009	NA	NA
1	"LevelIndex_1"	18	1	1	0.564494244814466	NA	NA
1	"LevelIndex_1"	19	1	1	0.622266353658922	NA	NA
1	"LevelIndex_1"	20	1	1	0.533642053056682	NA	NA
1	"LevelIndex_1"	21	1	1	0.889570031606872	NA	NA
1	"LevelIndex_1"	22	1	1	0.428987434613092	NA	NA
1	"LevelIndex_1"	23	1	1	0.558961579706651	NA	NA
1	"LevelIndex_1"	24	1	1	0.614852384663428	NA	NA
1	"LevelIndex_1"	25	1	1	0.376101144584783	NA	NA
1	"LevelIndex_1"	26	1	1	0.456620680562572	NA	NA
1	"LevelIndex_1"	27	1	1	0.731974850266451	NA	NA
1	"LevelIndex_1"	28	1	1	0.807044091492321	NA	NA
1	"LevelIndex_1"	29	1	1	0.771243049322513	NA	NA
1	"LevelIndex_1"	30	1	1	1.06593498147639	NA	NA
1	"LevelIndex_1"	31	1	1	1.41694586022728	NA	NA
1	"LevelIndex_1"	32	1	1	0.551387496022126	NA	NA
1	"LevelIndex_1"	33	1	1	0.666626257126308	NA	NA
1	"LevelIndex_1"	34	1	1	1.18228876456341	NA	NA
1	"LevelIndex_1"	35	1	1	1.18875630681262	NA	NA
1	"LevelIndex_1"	36	1	1	0.775334992267573	NA	NA
1	"LevelIndex_1"	37	1	1	1.03564623358866	NA	NA
1	"LevelIndex_1"	38	1	1	0.0195631540756481	NA	NA
1	"LevelIndex_1"	39	1	1	0.624151170133587	NA	NA
1	"LevelIndex_1"	40	1	1	1.14774306614868	NA	NA
1	"LevelIndex_1"	41	1	1	1.27460916861289	NA	NA
1	"LevelIndex_1"	42	1	1	0.812517103126235	NA	NA
1	"LevelIndex_1"	43	1	1	1.24025801129842	NA	NA
1	"LevelIndex_1"	44	1	1	1.05552883561222	NA	NA
1	"LevelIndex_1"	45	1	1	1.03528711107114	NA	NA
1	"LevelIndex_1"	46	1	1	1.59705941724616	NA	NA
1	"LevelIndex_1"	47	1	1	0.892184597011798	NA	NA
1	"LevelIndex_1"	48	1	1	1.03552494502207	NA	NA
1	"LevelIndex_1"	49	1	1	0.517720472813907	NA	NA
1	"LevelIndex_1"	50	1	1	1.01771962028298	NA	NA
1	"LevelIndex_1"	51	1	1	0.563613862792761	NA	NA
1	"LevelIndex_1"	52	1	1	1.06465886472843	NA	NA
1	"LevelIndex_1"	53	1	1	1.00739882357629	NA	NA
1	"LevelIndex_1"	54	1	1	1.08582813396761	NA	NA
1	"LevelIndex_1"	55	1	1	0.659023715363539	NA	NA
1	"LevelIndex_1"	56	1	1	0.661018067719789	NA	NA
1	"LevelIndex_1"	57	1	1	0.776145048141661	NA	NA
1	"LevelIndex_1"	58	1	1	0.603858719194453	NA	NA
1	"LevelIndex_1"	59	1	1	0.533701588938434	NA	NA
1	"LevelIndex_1"	60	1	1	0.467333794163946	NA	NA
1	"LevelIndex_1"	61	1	1	0.828422961707295	NA	NA
1	"LevelIndex_1"	62	1	1	0.0273504900284315	NA	NA
1	"LevelIndex_1"	63	1	1	0.480619607062563	NA	NA
1	"LevelIndex_1"	64	1	1	1.04307681381297	NA	NA
