"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Slope"	"tau_Slope"	"ar_Slope"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	0.148759012034864	NA	NA	3.2693466193187	NA	NA
1	"LevelIndex_1"	2	1	1	0.154842629447956	NA	NA	3.26773174365693	NA	NA
1	"LevelIndex_1"	3	1	1	0.156678698806991	NA	NA	3.24802343092474	NA	NA
1	"LevelIndex_1"	4	1	1	0.153246709486782	NA	NA	3.28685914671144	NA	NA
1	"LevelIndex_1"	5	1	1	0.153017274127066	NA	NA	3.26664994129463	NA	NA
1	"LevelIndex_1"	6	1	1	0.148455762068303	NA	NA	3.28626709412132	NA	NA
1	"LevelIndex_1"	7	1	1	0.156874166755262	NA	NA	3.2604855381906	NA	NA
1	"LevelIndex_1"	8	1	1	0.150467115098544	NA	NA	3.27462199757417	NA	NA
1	"LevelIndex_1"	9	1	1	0.150121777506998	NA	NA	3.2606369485883	NA	NA
1	"LevelIndex_1"	10	1	1	0.152769927402305	NA	NA	3.25752299340275	NA	NA
1	"LevelIndex_1"	11	1	1	0.150012916245381	NA	NA	3.28010930299253	NA	NA
1	"LevelIndex_1"	12	1	1	0.155494396630303	NA	NA	3.25453296778457	NA	NA
1	"LevelIndex_1"	13	1	1	0.152203678567745	NA	NA	3.26539793003309	NA	NA
1	"LevelIndex_1"	14	1	1	0.156555658137486	NA	NA	3.26061638711373	NA	NA
1	"LevelIndex_1"	15	1	1	0.149719991075597	NA	NA	3.27792822374423	NA	NA
1	"LevelIndex_1"	16	1	1	0.152796138671601	NA	NA	3.29022993910611	NA	NA
1	"LevelIndex_1"	17	1	1	0.1441572563985	NA	NA	3.28239666540054	NA	NA
1	"LevelIndex_1"	18	1	1	0.146970472353743	NA	NA	3.28241757062642	NA	NA
1	"LevelIndex_1"	19	1	1	0.149810467005694	NA	NA	3.27669460636445	NA	NA
1	"LevelIndex_1"	20	1	1	0.148348016740179	NA	NA	3.27985967072955	NA	NA
1	"LevelIndex_1"	21	1	1	0.150540987484891	NA	NA	3.27985324323353	NA	NA
1	"LevelIndex_1"	22	1	1	0.150181262881774	NA	NA	3.29062912240011	NA	NA
1	"LevelIndex_1"	23	1	1	0.14712758164732	NA	NA	3.2804177324668	NA	NA
1	"LevelIndex_1"	24	1	1	0.148002932439133	NA	NA	3.28062737813798	NA	NA
1	"LevelIndex_1"	25	1	1	0.146425705842028	NA	NA	3.28511160180034	NA	NA
1	"LevelIndex_1"	26	1	1	0.150105539370366	NA	NA	3.2773513271538	NA	NA
1	"LevelIndex_1"	27	1	1	0.148230555265273	NA	NA	3.27831704582535	NA	NA
1	"LevelIndex_1"	28	1	1	0.148620459194919	NA	NA	3.2754007543257	NA	NA
1	"LevelIndex_1"	29	1	1	0.150964393834163	NA	NA	3.27619082033038	NA	NA
1	"LevelIndex_1"	30	1	1	0.145638332949397	NA	NA	3.28540730105309	NA	NA
1	"LevelIndex_1"	31	1	1	0.151516445186028	NA	NA	3.28157668226385	NA	NA
1	"LevelIndex_1"	32	1	1	0.150695920162115	NA	NA	3.27726813689327	NA	NA
1	"LevelIndex_1"	33	1	1	0.14763714438248	NA	NA	3.2936868961277	NA	NA
1	"LevelIndex_1"	34	1	1	0.149427478176083	NA	NA	3.30440779125124	NA	NA
1	"LevelIndex_1"	35	1	1	0.14841094557348	NA	NA	3.27476120567689	NA	NA
1	"LevelIndex_1"	36	1	1	0.148532647772915	NA	NA	3.28894722053683	NA	NA
1	"LevelIndex_1"	37	1	1	0.151055091755527	NA	NA	3.26944242918117	NA	NA
1	"LevelIndex_1"	38	1	1	0.154148282874458	NA	NA	3.2631387965236	NA	NA
1	"LevelIndex_1"	39	1	1	0.151681684979113	NA	NA	3.25929306427691	NA	NA
1	"LevelIndex_1"	40	1	1	0.152294121530083	NA	NA	3.26807411228027	NA	NA
1	"LevelIndex_1"	41	1	1	0.156067599263149	NA	NA	3.25297002151078	NA	NA
1	"LevelIndex_1"	42	1	1	0.160118113301871	NA	NA	3.24369237645791	NA	NA
1	"LevelIndex_1"	43	1	1	0.154351231899011	NA	NA	3.257297274654	NA	NA
1	"LevelIndex_1"	44	1	1	0.152934952317218	NA	NA	3.27176496994961	NA	NA
1	"LevelIndex_1"	45	1	1	0.154745089152364	NA	NA	3.26099340220461	NA	NA
1	"LevelIndex_1"	46	1	1	0.156749675222375	NA	NA	3.25922118869622	NA	NA
1	"LevelIndex_1"	47	1	1	0.159325323681546	NA	NA	3.2471634062529	NA	NA
1	"LevelIndex_1"	48	1	1	0.159669741675598	NA	NA	3.24057232722091	NA	NA
1	"LevelIndex_1"	49	1	1	0.156384076093148	NA	NA	3.25366694098972	NA	NA
1	"LevelIndex_1"	50	1	1	0.160522497543273	NA	NA	3.25410159285599	NA	NA
1	"LevelIndex_1"	51	1	1	0.155336946044219	NA	NA	3.25067512790912	NA	NA
1	"LevelIndex_1"	52	1	1	0.160125308290436	NA	NA	3.23807439558188	NA	NA
