survey.dat auto written
103
Spawn
1988 2024
1 1 0.166666666666667 0.166666666666667
3 12
1  	0.392  	0.307  	8.015  	0.081  	0.033  	0.012  	0.036  	0.022  	0.045  	NA
1  	0.016  	0.338  	0.091  	3.973  	0.101  	0.012  	0.004  	0.055  	NA  	0.055
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.1  	0.048  	0.848  	0.483  	0.062  	0.013  	0.144  	0.049  	1.836  	0.008
1  	0.45  	4.679  	3.211  	1.957  	0.299  	0.02  	NA  	0.106  	0.055  	2.327
1  	0.186  	1.976  	7.96  	2.326  	0.875  	0.301  	NA  	NA  	0.136  	1.76
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.308  	0.978  	2.982  	12.859  	8.133  	1.851  	0.592  	0.163  	0.043  	1.729
1  	1.53  	0.369  	1.351  	2.669  	9.334  	7.004  	1.666  	0.511  	0.13  	0.726
1  	0.691  	2.6  	0.109  	0.477  	1.144  	4.282  	2.838  	0.493  	0.05  	0.237
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.238  	0.661  	2.128  	5.947  	8.328  	0.613  	0.503  	0.156  	0.092  	2.324
1  	0.09  	6.054  	0.548  	0.882  	3.362  	3.311  	0.11  	0.086  	0.02  	0.456
1  	0.367  	1.618  	12.397  	0.815  	0.655  	2.956  	3.205  	0.141  	0.228  	0.998
1  	0.048  	2.564  	2.824  	8.882  	0.522  	0.471  	1.566  	1.567  	0.161  	0.412
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	0.533  	2.754  	0.744  	3.267  	0.388  	0.692  	2.715  	0.784  	7.222  	2.313
1  	0.197  	0.237  	0.594  	0.365  	2.119  	0.24  	0.514  	2.93  	0.652  	5.115
1  	0.11  	1.076  	0.641  	0.88  	0.428  	1.326  	0.181  	0.206  	2.026  	3.654
1  	0.146  	1.72  	2.771  	0.459  	0.845  	0.639  	1.095  	0.444  	0.37  	3.419
1  	0.372  	0.31  	0.94  	3.778  	0.754  	0.879  	0.66  	1.054  	0.736  	4.562
1  	0.044  	3.502  	0.571  	1.212  	3.337  	0.53  	0.609  	0.364  	0.65  	1.912
1  	0.112  	0.293  	10.21  	0.733  	0.738  	1.932  	0.427  	0.451  	0.312  	1.975
1  	0.072  	0.162  	0.76  	6.393  	0.317  	0.563  	1.515  	0.301  	0.486  	1.57
1  	0.205  	0.189  	0.568  	0.594  	6.014  	0.351  	1.057  	1.349  	0.304  	2.39
1  	1.376  	1.348  	0.285  	0.622  	0.688  	6.852  	0.17  	0.395  	1.005  	0.793
Bar
1991 2024
1 1 0.416666666666667 0.416666666666667
2 2
1  	0.0052
1  	0.014
1  	0.0258
1  	0.0592
1  	0.0077
1  	0.00025
1  	4e-05
1  	0.0047
1  	0.0049
1  	0.0279
1  	0.0076
1  	0.0039
1  	NA
1  	NA
1  	0.0045
1  	0.035
1  	0.0037
1  	0.00038
1  	3e-04
1  	0.00138
1  	0.00392
1  	3e-05
1  	0.00219
1  	0.00311
1  	0.01176
1  	0.00562
1  	0.00308
1  	0.01742
1  	0.00237
1  	NA
1  	1.740854e-06
1  	NA
1  	NA
1  	0.0321894
May
1996 2024
1 1 0.416666666666667 0.416666666666667
3 12
1  	4.114  	22.461  	13.244  	4.916  	2.045  	0.424  	0.014  	0.007  	0.155  	3.134
1  	1.169  	3.599  	18.867  	13.546  	2.473  	1.771  	0.178  	0.077  	0.288  	2.947
1  	0.367  	1.099  	4.41  	16.378  	10.16  	2.059  	0.804  	0.183  	NA  	0.527
1  	2.191  	0.322  	0.965  	3.067  	11.763  	6.077  	0.853  	0.258  	0.005  	0.3
1  	1.353  	2.783  	0.092  	0.384  	1.302  	7.194  	5.344  	1.689  	0.271  	0.189
1  	8.312  	1.43  	1.463  	0.179  	0.204  	3.215  	5.433  	1.22  	0.094  	0.184
1  	6.343  	9.619  	1.418  	0.779  	0.375  	0.847  	1.941  	2.5  	1.423  	0.167
1  	6.561  	9.985  	9.961  	1.499  	0.732  	0.146  	0.228  	1.865  	2.359  	2.056
1  	1.543  	5.227  	12.571  	10.71  	1.075  	0.58  	0.076  	0.313  	0.362  	2.512
1  	19.679  	1.353  	1.765  	6.205  	5.371  	0.651  	0.388  	0.139  	0.262  	2.008
1  	0.306  	14.56  	1.396  	2.011  	6.521  	6.978  	0.679  	0.713  	0.173  	2.189
1  	2.889  	5.877  	20.292  	1.26  	1.992  	6.78  	5.582  	0.647  	0.488  	2.833
1  	0.655  	10.997  	8.406  	14.798  	1.543  	2.232  	4.89  	2.79  	0.511  	1.093
1  	1.817  	2.28  	12.118  	8.599  	9.735  	2.054  	1.433  	2.608  	1.375  	0.795
1  	0.572  	2.296  	1.828  	8.395  	5.918  	5.676  	0.923  	0.888  	1.002  	0.743
1  	0.921  	1.663  	3.592  	2.605  	9.303  	4.39  	4.257  	0.771  	0.956  	1.063
1  	2.942  	0.41  	0.668  	1.736  	2.633  	4.328  	1.884  	2.148  	0.297  	1.087
1  	0.718  	3.555  	0.425  	1.161  	1.859  	2.905  	4.449  	2.772  	1.865  	1.792
1  	1.258  	0.784  	2.788  	0.715  	1.118  	2.634  	2.268  	2.806  	1.118  	1.324
1  	0.432  	1.316  	1.132  	3.535  	1.309  	1.191  	3.156  	2.526  	4.457  	2.004
1  	3.55  	1.538  	2.229  	1.749  	2.631  	0.938  	1.092  	1.806  	1.882  	4.353
1  	0.948  	4.295  	1.198  	1.543  	0.826  	1.414  	0.317  	0.738  	1.008  	4.715
1  	1.004  	1.968  	5.664  	0.97  	1.409  	0.569  	1.279  	0.354  	0.675  	5.026
1  	2.625  	0.68  	2.187  	4.656  	1.158  	1.223  	0.952  	1.232  	0.823  	3.781
1  	0.472  	13.065  	0.513  	1.009  	2.492  	0.786  	0.629  	0.434  	0.694  	2.457
1  	1.109  	1.29  	11.906  	0.698  	1.051  	2.039  	0.501  	0.551  	0.476  	3.034
1  	0.383  	1.207  	1.286  	9.633  	1.151  	1.64  	2.064  	0.577  	0.339  	1.021
1  	0.584  	0.341  	0.996  	1.218  	9.459  	0.462  	0.558  	1.1  	0.304  	1.202
1  	2.718  	2.008  	0.584  	1.353  	2.057  	5.979  	0.369  	0.631  	0.575  	0.514
